"sampleID"	"BAK1"	"BAX"	"BID"	"BCL2L11"	"CASP7"	"BAD"	"BCL2"	"BCL2L1"	"BIRC2"	"CDK1"	"CCNB1"	"CCNE1"	"CCNE2"	"CDKN1B"	"PCNA"	"FOXM1"	"TP53BP1"	"ATM"	"BRCA2"	"CHEK1"	"CHEK2"	"XRCC5"	"MRE11A"	"TP53"	"RAD50"	"RAD51"	"XRCC1"	"FN1"	"CDH2"	"COL6A1"	"CLDN7"	"CDH1"	"CTNNB1"	"SERPINE1"	"ESR1"	"PGR"	"AR"	"INPP4B"	"GATA3"	"AKT1"	"AKT2"	"AKT3"	"GSK3A"	"GSK3B"	"AKT1S1"	"TSC2"	"PTEN"	"ARAF"	"JUN"	"RAF1"	"MAPK8"	"MAPK1"	"MAPK3"	"MAP2K1"	"MAPK14"	"RPS6KA1"	"YBX1"	"EGFR"	"ERBB2"	"ERBB3"	"SHC1"	"SRC"	"EIF4EBP1"	"RPS6KB1"	"MTOR"	"RPS6"	"RB1"	"CAV1"	"MYH11"	"RAB11A"	"RAB11B"	"GAPDH"	"RBM15"
"TCGA-FI-A2EY"	588.072607758046	739.236184525127	998.27390109962	670.018708592576	201.339628154454	1477.02782157277	381.072511391786	2837.29390218632	510.953882286898	797.136395517023	605.522633248388	103.937340402404	57.6076983542306	512.790862400686	1761.82011100173	923.928386362907	807.383164221474	587.508983477356	34.0425662826354	94.2198194834189	714.576848555055	6408.22817747043	414.636397304699	5543.61614747659	524.658349380055	200.975289773772	1506.22796434787	3328.52954691618	16.5100102082879	20549.2223870998	2279.1298161812	5487.22599328209	2814.58579992921	149.217533873487	2129.51286100647	818.297418346217	30.6093770219803	76.3713838805799	-36.3519566317439	6808.63507577093	4672.67910094302	58.2250859105078	3860.17448951802	856.518170863632	3148.1925548902	4144.31817190947	1652.85090753105	850.194361527227	3492.08658295528	1326.69686366298	85.3827556113187	1629.74155168667	805.628106920726	561.658705822943	1944.90491020705	2021.79893917565	5336.43034820768	144.424732695763	39979.8965268444	5427.88764804181	3834.74712612464	2175.86036127402	1299.96478931781	301.058299920931	1776.70562029597	25220.1273423833	435.886220169746	529.504853226494	889.887143753756	1885.48221016861	3487.20728460701	343660.895447124	209.781838881706
"TCGA-DF-A2KS"	874.57231351503	1511.78471390683	553.055383356083	1530.63394571685	563.51990731332	1010.83377458357	30.1681985585573	2832.46574868798	801.945343773975	3013.18291697624	2240.36208276519	735.219805582845	1001.50874013911	1250.68609790996	6924.52191139433	1995.50873786147	764.404443466734	623.851704754829	113.652863581023	211.568585820402	322.386897440648	7801.67479330821	505.221605320342	3041.79605370577	847.852486267697	287.921262248235	1246.86423456046	7489.68183403327	20.799855307246	2874.41758948101	7353.64919483215	5802.58282301345	3633.65536142129	271.009914892519	4700.70139399754	193.944015339682	-4.56289398608773	15.2083747481591	34.9338360416892	3843.62840896845	3422.63340233438	69.4639278677837	2880.48042466047	1276.54312444181	1804.27920316266	2578.02469795068	603.338258560012	1535.91684766812	2164.77012065237	2772.90574600283	196.921301184939	1636.56709577791	841.231845023483	1341.67689934128	1738.67120859577	834.093940014696	9015.60391368004	29.2270619380292	3906.00275525563	3405.74556004326	3247.09881368808	1010.66756004568	2159.90117491302	525.383895015492	2016.45742057079	34472.4827932189	286.718676049688	179.090687640425	47.6973145826419	2712.89693122135	2521.38405461596	94794.2336676284	344.047790071899
"TCGA-A5-A1OH"	784.40548292607	838.536843399075	935.584449164432	912.66989387834	503.423642106301	1290.63977317985	525.108674697564	4032.81545127004	763.283545246427	2728.37438321835	1851.1685158507	749.525934680991	136.411373865326	931.632265011894	3767.01667781217	2049.17787435099	1345.29278845937	939.220801195217	70.1953376608048	531.744044179015	424.240366874934	8345.05124757143	716.964360224831	1436.60672765171	674.356120183594	292.976909481519	1768.32002445959	17625.8568117853	1533.88629990738	7747.12233609869	683.472112328991	890.162576125782	10729.837607103	234.621291514051	1906.44647455574	1311.72689006791	30.8939728533582	142.991786817876	77.2683473447554	5055.02567532037	2939.77468372912	344.592517649181	2257.75067038341	1469.42954908649	1448.84370732785	2311.68327641644	1373.55990527472	692.525181942376	4947.31405715521	2462.39375053365	156.271520324541	3016.71826109916	1420.70097871084	1219.16407285918	1541.50471166862	808.780585576734	13395.1093582465	119.903450983781	5072.51896006248	686.763103181832	5805.25195821625	3503.4136321485	1124.94451102059	575.681323783347	1957.62543834511	33988.0146264111	696.468688217397	2075.46812133315	3130.45220203751	2229.23585174783	3355.96809440134	87091.4895965263	120.983098854905
"TCGA-AX-A2H7"	633.272155575636	1822.80871384982	694.161525462812	677.116904697396	581.286822424063	1833.80607276125	532.403395011719	1557.34874295545	861.800680178144	976.24802851039	1981.15327879044	1462.61912657575	256.08403010081	940.529704780813	1775.04728424467	1070.08187782213	991.069581530816	861.532931813344	41.0623763518097	206.168188289187	892.041653198499	6828.96841675366	402.762933471882	3800.73792960422	1017.80920525259	275.011985356805	1296.55241494282	1441.31183186312	553.162002660104	5934.82240275567	3531.55717372572	4722.94961227532	6616.05000291415	92.8729965847728	21052.0999140143	2935.40949084359	84.0799620602383	19.6132088740361	23.2250777169821	5385.37996951616	3709.74703689921	56.8002711659402	3688.8880747426	1317.12745560342	2768.02282137734	2945.81376266867	1461.79071658035	1921.26241010948	6370.13792702228	4923.82360533501	106.457900796823	1742.11126074903	751.816332149343	889.76381177616	1108.66924925911	1322.40734353724	10963.5073718726	57.0692658158578	3195.50932299934	2283.76774366853	3284.37687960892	842.396145502654	1086.19264005824	701.479578799266	2417.84384281727	50616.2042629544	866.644322198481	255.812057410718	355.655307186681	2827.22270580391	3536.49464311299	70616.6829027559	158.5564966377
"TCGA-AX-A2HA"	1217.41191845722	220.744473411431	707.209631605805	839.359538410929	942.703767836889	1541.2189557787	935.955540396072	2593.68492314499	1218.37417485926	1624.57448765908	981.650141660607	374.417960295651	477.122863780091	1372.41314608826	1349.44548472299	1209.70895748855	846.202328273858	356.774928592228	99.8228355551437	323.712086979873	431.796675129754	6201.30605565109	62.1174264162864	3626.82288853385	223.689839289283	180.605809618434	618.881702771754	1213.14191412568	1279.64150884921	4657.25957737083	2788.80658739543	5571.7877865604	3190.08999236525	1059.81533065405	8922.78036186263	2372.08167420912	54.7635346130298	31.7815008432556	60.8349406569783	6109.85552508809	2092.55155154247	83.8583241729782	2010.98008319621	1227.29877257388	2246.19468491947	2679.01002405312	1201.76118546106	607.097560227378	7524.98743570005	1475.23354588947	108.665729035001	1747.47749046061	573.295190031061	1057.8544361918	1361.90261737973	1959.61938663611	10892.8250114836	133.727085975519	3038.73057737444	3044.36758244203	6080.50317454664	1718.54276170642	2523.93797971536	644.307944947237	1886.20904174901	53914.4541496895	1210.25937142674	767.313813531014	182.860089978064	4192.03058345795	2641.76391386252	149869.924028028	474.367066373311
"TCGA-A5-A2K4"	1522.4927584166	667.145914352045	662.163390242968	606.036300030906	715.779422933532	735.102673506104	912.737374678364	4256.99936574233	1002.28597594994	989.096903512387	1974.35944898007	704.339050937734	98.0823974497303	729.803905318605	1887.80694592164	914.596084544008	1144.721772934	683.141629635279	325.131865486488	176.276619427746	405.840374043061	7600.25426904854	288.788963180343	2393.27375672286	1368.26843854986	244.228778642245	1629.73371165817	6192.12017509462	803.986341153013	8020.46037135126	3639.8652712858	8482.85726487261	11576.7050238773	1778.01300225274	4215.18993887719	1032.41223594674	133.233652885565	116.255187119253	-20.8744641118892	3982.69076493274	5327.23709584278	418.816570919979	3002.44592657439	1038.85710063683	962.194762777202	2076.10791003897	1769.11810121736	1340.26630194093	12670.7467746991	2430.36550288072	248.876404981876	3042.82211958947	866.546884035148	686.668052754358	1724.73830742009	2034.46437331736	10474.8466430196	592.707892148376	6056.0766375277	4292.76133225826	4069.27929524989	2770.70402226227	1070.80299026078	807.295134601739	3400.99370760028	22857.9599250664	1906.52016746314	799.262334229275	903.386008830837	2302.02044165043	2623.00861801795	51625.513613213	242.715281899293
"TCGA-EY-A2OM"	632.229299076252	823.334350401304	782.576643222146	986.974009300244	631.218475205245	1359.0482452336	744.038447298595	3242.41268120855	1324.72247366057	894.400524028973	1409.98229093441	636.829149767292	88.3468198311761	1871.84327164699	1198.45201351957	1334.53927119218	2292.24538020827	572.183133105988	106.790715183583	172.767837759994	177.642824667534	7506.93196399564	311.07748176736	1794.28565629716	665.148487764278	106.966421205236	719.703884701321	83554.7206341958	816.622043962918	30719.3373497396	2824.70848810569	11097.7772070028	7678.95987922091	1699.57673970299	3348.47529888434	284.93402935457	148.066078132497	86.8987579961192	17.6005772521682	4130.69548730138	2019.18016455118	84.5680620435268	2270.07321076233	1498.57853101231	1304.9378172588	2443.55625505162	1741.60458094327	1337.5559518833	19187.8674410107	2505.14699686805	369.406424635899	3242.93564817867	1331.35131265736	1619.31990756352	1245.87411593495	1960.42478833768	9025.96175517487	790.482646774428	7049.09839864416	3443.34450373548	2686.28500590437	936.545300280396	591.959099285709	669.689519368595	2383.18269512705	22458.318451043	1294.69037877849	522.096654351765	301.83443516833	4083.11355389551	3642.66657075534	122628.132342214	208.26689660757
"TCGA-EY-A2ON"	1479.47271016156	913.37977232705	391.393215071343	1121.17029613684	1220.26080449584	785.360330990661	176.436991896643	3058.24934520652	904.895585603796	771.098178861811	1747.67773477337	1066.20027509333	63.8993005870832	1072.92841954073	1516.72611835521	775.137067356853	1142.79855999648	691.674831898805	115.274552765811	275.58608235712	632.118969558916	7120.3224119284	423.764043712535	1058.08668961186	1108.211167483	175.700191345082	924.172971348732	6945.34328266425	29.5518902642041	2637.90059612058	5428.15933085083	17225.8118393728	5141.47445393688	252.963368366919	1842.430799881	896.387961246636	41.5765660042917	121.500886469195	-33.6908165623095	3709.71656866335	5908.21106072575	110.431144066866	1500.98682661605	1027.61467487312	1523.73614762959	4252.7420657708	1127.14188639781	1087.2962792454	6453.61932876	2203.73159324709	220.155398341014	2196.30641593545	1371.92032216638	1291.94478918169	1619.45303662872	1520.99358908938	9990.08131705678	322.596246690697	7734.00758364572	8810.85195226719	3413.30105771513	3025.15187332287	1665.39479990692	683.781010716286	3211.68677152944	60999.8300195254	1323.78682974043	746.562505150997	298.185969431803	2289.51427678602	1657.24375897099	95443.9756467538	372.215276182024
"TCGA-E6-A2P8"	544.750615500765	1394.36548275251	864.50450214754	628.027254954958	598.447291467633	918.534295191772	260.850546794971	3740.79250166275	1100.82470618056	1034.29026726393	1502.98948890146	279.397332246753	141.296127929222	909.17411078577	3105.39182266383	1735.75049147207	1185.13695008876	838.444265990044	240.239646285618	411.978067705557	413.254453284875	7331.41590647622	370.665098423425	3718.04149859122	1122.56030447316	351.771573225558	963.206132003216	22067.2275852248	1057.22535051355	4942.16605102755	4790.45161301152	9664.03384490215	8015.27278039207	1455.91671459703	1573.23897337177	811.344217385961	54.880257837319	87.1902149291898	72.8896013033382	4928.60697494081	2969.78236501028	289.096847120897	2354.213465867	1726.05049943131	1719.78821718787	1571.25933641163	843.424104721098	1065.50538139295	3461.08040639287	2633.71977180743	261.187842094827	3562.41876957685	1056.44481529253	1182.30818093428	1185.35594636423	1823.96015096456	10485.7640411032	543.382311692901	3753.19400068019	3128.18532356101	1841.54813807227	2541.68589051691	1395.08675011368	1786.00433769721	1719.85110089169	41413.1989711775	889.366348353895	1128.74027915548	9908.98203199416	3865.75317466635	4626.94481282541	107424.153959687	199.40641292257
"TCGA-E6-A2P9"	425.310846423314	721.28144358661	465.185521714073	1030.41517796782	858.413077595466	1130.74613833894	910.676068883483	1725.14952066573	977.849963906027	1513.9560883313	1142.46063012653	-263.572745092427	126.347833914863	716.04478451527	2152.3563657496	1186.09069701692	1941.69417449085	727.356298304366	84.0464205505489	227.265188136396	371.725862675339	6804.77205253547	342.05826283749	3739.76694970355	1097.23162649478	159.487114317035	1188.0644939244	3320.04251902656	23.2901521116214	636.797635622846	3301.83318155029	10507.5957203372	7012.1366582791	138.697706176005	17409.8849402076	23729.0969577801	418.482432366192	34.3720921597185	29.1439918834896	6416.17664366072	2068.96231220831	127.19376711917	1685.32396738103	1392.80524902462	1357.37628604315	5785.97456045585	1744.4592813726	973.078002065811	3808.45458050852	2227.82015690556	346.12363835867	2549.58973933109	526.358483098046	925.831144444109	838.338164230661	3342.49744491375	9312.57493968397	735.31112159329	5046.86204048036	2446.40412385163	3232.71760781845	1524.20430126094	985.563347193734	619.649894890442	2935.84421234936	51112.0543129782	1911.34789049535	389.073405173308	691.222166228373	3875.61858602724	3446.72251061125	88188.3196135717	267.471068875139
