"sampleID"	"BAK"	"BAX"	"BID"	"BIM"	"CASPASE7CLEAVEDD198"	"BADPS112"	"BCL2"	"BCLXL"	"CIAP"	"CDK1"	"CYCLINB1"	"CYCLINE1"	"CYCLINE2"	"P27PT157"	"P27PT198"	"PCNA"	"FOXM1"	"X53BP1"	"ATM"	"BRCA2"	"CHK1PS345"	"CHK2PT68"	"KU80"	"MRE11"	"P53"	"RAD50"	"RAD51"	"XRCC1"	"FIBRONECTIN"	"NCADHERIN"	"COLLAGENVI"	"CLAUDIN7"	"ECADHERIN"	"BETACATENIN"	"PAI1"	"ERALPHA"	"ERALPHAPS118"	"PR"	"AR"	"INPP4B"	"GATA3"	"AKTPS473"	"AKTPT308"	"GSK3ALPHABETAPS21S9"	"GSK3PS9"	"PRAS40PT246"	"TUBERINPT1462"	"PTEN"	"ARAFPS299"	"CJUNPS73"	"CRAFPS338"	"JNKPT183Y185"	"MAPKPT202Y204"	"MEK1PS217S221"	"P38PT180Y182"	"P90RSKPT359S363"	"YB1PS102"	"EGFRPY1068"	"EGFRPY1173"	"HER2PY1248"	"HER3PY1298"	"SHCPY317"	"SRCPY416"	"SRCPY527"	"X4EBP1PS65"	"X4EBP1PT37T46"	"X4EBP1PT70"	"P70S6KPT389"	"MTORPS2448"	"S6PS235S236"	"S6PS240S244"	"RBPS807S811"	"CAVEOLIN1"	"MYH11"	"RAB11"	"GAPDH"	"RBM15"
"TCGA-FI-A2EY"	0.119	0.1191	0.43939	0.083039	-0.46277	0.71258	-0.18579	-0.13419	-0.30633	-0.17537	-0.44591	0.28999	0.20547	0.20848	-0.049062	0.44272	0.09004	0.021656	0.63797	-0.024913	0.062184	0.55552	0.68643	0.2511	1.9678	-0.097928	0.12208	0.14459	0.074292	0.48463	-0.12378	1.7488	0.62763	-0.15624	0.0060363	-0.94558	-0.30209	-0.13888	-0.51233	-0.5931	-1.1092	-1.2005	-0.7251	-0.48735	-0.59892	-0.17071	-0.54131	-0.42417	0.15714	0.002659	0	0.019571	-0.25616	0.81274	0.68552	0.17096	0.09761	0.84664	0.055546	0.71491	0.13726	0.22989	0.15233	-0.67413	-0.42355	-0.82738	0.0030358	-0.17586	-0.035945	0.01226	-0.32244	-0.18467	-1.0411	-0.90637	0.14026	0.74435	0.32744
"TCGA-DF-A2KS"	0.20241	0.068035	-0.019091	0.14042	2.0165	0.28383	-0.6509	-0.40584	-0.04808	-0.23721	0.71843	0.062952	0.44583	-0.021986	0.30182	0.78203	0.19993	-0.94789	0.35221	0.14502	-0.035551	0.16226	0.19215	0.0078596	1.0121	-0.23062	0	-0.16163	-0.056111	-0.18177	-0.36895	2.2773	0.6212	-0.16155	0.40832	0.76265	-0.24002	-0.14902	-0.77378	-0.95763	-1.1566	0.85884	0.74314	0.67341	0.15776	0.15798	0.2447	-0.71204	0.067318	-0.11166	-0.18308	-0.24242	-0.5437	-0.28558	0.29869	-0.25512	-0.38629	-0.12965	-0.10822	-0.29579	0.0963	0.21886	0.097176	0.098418	-0.50595	0.019504	0.19746	-0.34665	-0.23743	-0.46454	-0.36012	-0.6034	-1.8899	-1.3409	0.048703	-0.41832	0.36882
"TCGA-A5-A1OH"	0.30852	-0.62137	-0.17148	0.32232	-1.1296	0.3315	0.55852	-0.40701	-0.074897	0.12909	0.53055	0.21605	0.10809	0.067025	0.11582	0.095742	0.47664	0.37431	1.0522	0.40416	0.20538	0.3121	0.064282	0.011561	-0.1643	-0.05996	0.55023	-0.034604	0.5374	-0.0017752	-0.40331	-1.4147	-3.181	-0.39368	-0.32158	-0.17226	-0.23059	-0.056082	-0.30769	0.058569	-0.70734	0.30467	0.4263	0.4941	0.86975	0.2574	1.2022	-0.014494	-0.19049	-0.074805	0.045264	0.23773	-0.71682	-0.51416	-0.059324	-0.13068	-0.091853	0.31952	-0.065036	0.09678	0.11658	0.24572	0.0072981	1.5168	0.042306	0.1194	-0.08808	-0.089365	0.038178	-0.97441	-0.4621	0.25136	-0.47105	2.5757	-0.29899	-1.0261	0.3751
"TCGA-AX-A2H7"	0.092418	0.12205	-0.13909	-0.24146	-0.5327	-0.16294	-0.12466	-0.54252	0.033505	-0.16711	0.21326	1.6038	0.13989	0.067579	0.10872	-0.21407	-0.21639	0.19598	0.70127	0.54555	-0.1718	-0.0055028	0.33371	0.064149	-0.038743	0.10975	-0.038528	0.10636	-0.070987	-0.20648	-0.28373	0.11189	0.55958	0.43628	0.11646	3.6981	0.90911	0.17392	1.0137	-0.66188	-0.69081	0.56017	0.41459	0.32224	0.27212	0.069447	0.25085	0.11964	0.019144	-0.00064663	0.17223	-0.076016	-0.67639	-0.24102	0.3487	-0.20328	-0.45567	-0.38681	-0.0072442	-0.24497	0.24463	0.10566	-0.44256	-0.2809	-0.49315	-0.37067	-0.10402	-0.29008	-0.25723	-0.77405	-0.73492	0.18494	-1.2026	0.11164	-0.15112	-1.4745	0.27314
"TCGA-AX-A2HA"	0.98298	-0.16513	0.18043	0.26902	-0.49077	-0.52789	0.43946	0.045795	-0.30185	0.02784	0.94134	0.069595	0.76551	0.10562	0.25219	0.56262	-0.20037	0.26638	-1.6099	0.131	-0.13409	0.16788	-0.26607	-0.03727	-0.12429	-0.85901	0.052583	-0.32547	0.42566	0.52257	-0.11784	1.6794	0.18975	0.91475	-0.084098	0.83948	0.54839	0.42633	-0.13158	-0.59558	-0.3771	-0.41474	-0.22313	-0.71379	-0.60545	-0.19217	-0.39973	-0.93415	-0.036275	-0.089629	0	-0.063859	-0.03953	-0.47418	-0.93922	0.058953	-0.14099	-0.083213	0.34838	0.07349	0.46127	-0.2042	-0.078145	-1.0815	0.33962	-0.017032	0.25371	-0.3035	-0.47392	0.49845	0.64983	0.14716	1.2447	0.59869	0.51618	1.7022	-0.36841
"TCGA-A5-A2K4"	-0.076147	-0.13024	-0.098098	-0.13083	-0.21445	0.36437	0.9172	0.33511	-0.27216	-0.025985	0.32306	0.50875	-0.059006	0.10577	0.21345	-0.016907	-0.2517	-0.17118	-0.3282	-0.048525	0.15627	0.32886	0.77489	-0.20394	0.24341	0.34329	0.32382	0.38628	-0.30869	0.28991	-0.36034	0.34448	0.069922	0.7732	-0.16951	0.9824	-0.29717	-0.26638	-0.71327	-0.023013	-0.33256	0.49889	-0.20756	0.53149	0.11473	-0.02434	-0.43613	0.87598	-0.066696	0.69477	-0.084448	0.19145	0.92656	0.1986	0.63868	0.70914	0.46576	0.22653	-0.16561	0.18709	0.028486	0.34514	0.15141	-0.11045	-0.055426	0.23169	-0.11542	0.83837	0.3788	1.5057	2.0162	0.53314	0.12028	1.1947	-0.095591	0.38261	0.65467
"TCGA-EY-A2OM"	0.34139	-0.24676	0.20003	-0.13368	-0.39315	0.26819	0.24612	0.19384	-0.036772	-0.022467	0.41196	0.94347	0.23587	0.1061	-0.0035963	-0.29064	-0.20198	0.75547	-1.2532	0.12971	0.10011	-0.1653	0.44779	-0.17389	-0.28297	-0.20603	0.08072	-0.24945	1.1418	0.28362	-0.22537	0.81264	-0.012055	0.84982	0.48196	1.3435	-0.014491	-0.13192	-0.41799	-0.60784	-0.5	2.0736	1.5697	0.44475	0.46029	0.41105	0.26544	0.4279	-0.28252	-0.088268	-0.081748	-0.24723	-0.93937	-0.53357	0.33389	0.1015	0.10156	-0.33383	0.020302	0.03543	0.13891	-0.33629	0.45812	0.51497	-0.37014	-0.041726	-0.18742	-0.46232	-0.011549	0.058002	0.40244	0.79315	-0.55486	0.18248	0.055235	1.7091	0.68211
"TCGA-EY-A2ON"	-0.44917	-0.047818	0.98079	-0.35648	0.64971	0.067575	-0.53024	0.13869	-0.53388	0.21865	-0.40541	0.86062	-0.47939	0.194	-0.027715	-0.20314	-0.14019	-0.65025	-1.1497	-0.21904	0.056264	0.57943	-0.10123	0.48238	0.35282	-0.014203	0.61066	-0.27216	1.0578	0.63997	0.55672	2.6039	-0.0084921	-0.97369	1.0811	-0.74634	-0.65303	0.1681	-0.22355	0	-0.32265	-0.58401	-0.24547	-0.36314	-0.25809	0.19966	0.13151	-0.16257	0.30381	0.13237	0.21199	0.26975	-0.471	-0.12543	0.28668	0.55789	0.23653	0.81492	0.15831	0.85199	0.080368	0.406	0.68096	0.32586	0.053458	-0.1851	-0.042416	0.18055	0.19391	-0.34251	-0.78143	-0.22722	-0.32081	-0.92788	0.64401	-0.62879	0.078727
"TCGA-E6-A2P8"	-0.098431	0.20986	0.13505	-0.48745	1.4457	-0.02431	-0.055256	0.055279	-0.19464	0.29316	0.53572	-0.020731	0.034766	0.06381	0.014544	0.18815	-0.00097908	-0.23794	0.34021	-0.12385	0.19784	-0.078068	0.41469	0.031914	-0.091134	0.17553	0.23766	-0.15347	-0.019404	0.39099	-0.063281	0.64795	-0.10723	0.33904	0.32493	0.12339	-0.40391	0.00057451	-0.27712	-0.010519	-0.29849	-0.062903	-0.39981	-0.38135	-0.56583	-0.22361	-0.31571	0.13047	0.044023	-0.12595	-0.069366	0.019648	-0.19733	-0.29796	0.33611	-0.26057	-0.19744	-0.070091	-0.0078946	-0.39987	0.087301	-0.18234	-0.25544	0.57294	0.26822	-0.74164	0.039492	-0.0045741	0.22919	-0.40437	0.019616	-0.55131	2.8221	5.5001	0.42826	0.35056	0.11355
"TCGA-E6-A2P9"	0.50948	0	0.17323	0.54442	0.33779	0.4703	-0.52428	0.082781	-0.072267	-0.066584	-0.088707	-0.68013	0.2322	0.22481	0.22622	0.08823	-0.0066768	1.0173	-1.3588	0.21473	0.44506	-0.016562	0.017919	-0.17301	-0.22464	0.17115	-0.16233	0.23109	-1.0711	0.16266	-0.58586	2.252	1.2261	1.3391	-1.0408	3.7254	1.1221	1.7516	1.214	-0.98959	-0.71046	3.486	2.9219	1.5104	1.2956	0.57558	0.84634	-1.1083	-0.15739	0.42095	-0.29123	0.016653	1.2913	0.52618	0.74439	0.18656	-0.2354	0.58309	-0.012602	0.6279	0.16285	0.1855	0.0087499	-0.079133	-0.094779	0.020784	0.0632	-0.46204	0.17051	-0.0080482	-0.48037	0.51437	-0.81913	-1.0864	-0.12252	0.34438	0.64709
"TCGA-BG-A2L7"	0.61316	-0.036826	0.14186	-0.038916	0.36104	0.30539	-0.21321	0.17304	0.45349	-0.16888	0.26147	0.47166	0.49516	0.1245	0.15445	-0.060256	-0.069784	0.93422	-1.3638	0.12015	0.035198	-0.10037	0.22796	0	-0.24064	0.1637	0.09076	0.19138	-0.69246	0.33741	-0.30375	1.2686	1.1506	1.3135	-1.0898	4.2852	1.2713	1.5311	-0.35647	-1.0517	-0.49069	0.027406	-0.0086326	0.23117	0.10189	0.04773	-0.041866	-0.55357	-0.15837	0.26409	-0.25229	0.17014	-0.44699	-0.38928	0.20478	-0.26912	-0.3544	0.19	0.14206	0.024801	0.19545	-0.0071308	0.16948	0.51515	-0.5985	-0.62136	-0.089333	-0.47514	-0.053881	-1.025	-0.92359	-0.24598	-0.95813	-1.0263	-0.37239	0.30585	0.60117
"TCGA-AJ-A23N"	0.59298	-0.014946	-0.1351	-0.066247	-0.25365	0.88031	0.1227	0.29821	-0.064188	0.081878	1.383	0.83098	0.22617	0.092518	-0.28522	-0.028363	0.5553	0.17997	0.19063	-0.040127	0.21036	-0.090194	-0.065081	-0.2678	1.3372	0.68408	0.24888	-0.046738	1.4861	0.16994	-0.69549	0.76411	-0.36552	0.97626	0.82081	0.17197	-0.28619	-0.017748	0.49863	-0.22032	-0.37976	0.14687	-0.21673	0.6647	0.35064	0.14116	0.23067	0.9609	-0.17751	0.43541	-0.011833	0.096495	1.5557	0.69337	0.59398	0	-0.049667	0.053398	-0.045678	-0.157	-0.02828	-0.31475	0.16921	0.12269	0.033297	0.39103	-0.06494	0.44346	0.34383	0.49439	0.8608	1.5907	-0.22805	-0.95371	-0.1748	0.79398	1.1487
"TCGA-EO-A22T"	-0.35411	-0.61036	0.13148	-0.34001	-0.65372	-0.058563	1.6283	-0.21869	-0.48054	0.069075	-2.1863	-1.0721	-0.32471	0.16375	-0.14462	-0.41811	-0.657	-0.77505	-0.051086	-0.03559	0.59122	-0.10552	0.5748	0.028674	-0.1028	0.37489	0.005164	-0.16388	-0.50074	0.27259	0.77325	-1.4991	-3.411	-0.55485	-0.72766	3.1032	-0.22273	0.41966	1.1451	0.06381	-0.68792	-0.41565	-0.10723	0.0088279	-0.26524	-0.058735	0.33206	0.44342	0.042414	0.35613	0.054462	0.29528	-0.53956	-0.47379	-0.18002	-0.059961	-0.316	-0.12693	0.021299	-0.07971	0.055867	0.02377	0.090222	1.5195	1.1185	-0.51161	-0.43554	-0.17911	0.72805	-1.4961	-1.2908	-1.2768	3.4069	8.05	1.0712	0.089978	-0.26479
"TCGA-EO-A22S"	-0.26156	0.13465	0.9617	-0.71658	0.13425	-0.27851	-0.019828	0.80024	-0.47184	0.44139	-0.3401	-0.57958	-0.31672	0.36021	0.21713	0.15448	-0.057851	-0.80194	-0.66023	-0.0042613	-0.10511	0.57643	-0.6904	0.48866	0.58983	-0.42807	0.81465	-0.34656	1.3296	0.93924	0.6421	1.201	-1.3761	-0.55384	2.1537	0.86478	-0.4328	0.40126	0.10606	0.20372	-0.35983	-0.30431	-0.01223	-0.47584	-0.43402	-0.25276	0.073654	-0.24383	0.27083	0.14506	0.43946	0.41432	-0.19068	0.0020461	0.25676	0.67144	-0.019869	0.18436	0.41912	0.41791	0.42836	0.18031	0.54593	-0.033792	-0.11096	-1.1158	-0.00045712	0.11035	-0.11132	-0.58095	-0.34047	-0.69384	0.5313	3.4853	0.96659	-1.0032	-1.4718
"TCGA-EO-A22R"	0.75991	0.51902	0.094832	0.58822	0.14875	-0.5541	-0.2114	0.45973	0.44225	0.32823	2.0941	1.2886	0.57236	0.20445	0.042067	0.62384	0.041045	1.3398	-0.98935	0.095469	-0.05812	-0.25109	1.0063	-0.016791	-0.19571	0.95153	0.12944	0.14282	-0.35381	0.8524	-0.49735	0.95904	-0.0077934	1.4015	-0.48211	0.80824	-0.059938	-0.045116	-0.80477	-0.49858	-0.27304	-0.74878	-0.73818	-0.94438	-1.3018	-0.24048	-0.56082	-0.45246	-0.30434	-0.25343	-0.21321	-0.44333	-1.2929	-0.80878	-1.6464	-0.13851	-0.58214	-0.67036	0.074034	-0.1145	0.1313	-0.32883	-0.4604	-1.6271	0.17031	-0.29627	0.14349	-0.5305	-0.42747	-1.1865	-0.17776	-1.2989	0.0757	3.1655	0.25659	0.35855	0.52177
"TCGA-BG-A0MK"	-0.68368	0.59303	0.49002	-0.80326	0.77748	-0.041234	-0.074219	0.45927	-0.257	-0.2365	-1.9378	-0.41651	-0.48649	0.093403	-0.32687	-0.34179	-0.73803	-0.44144	-1.0352	0.10106	-0.16732	-0.15483	-0.51717	0.046417	-0.14664	0.20918	0.17529	-0.16983	0.21461	0.58919	0.028137	0.98885	0.17134	0.35105	1.9531	1.0688	0.044547	-0.14951	0.00034737	0.18464	-0.19401	0.90398	1.4839	0.25755	0.49679	-0.19105	-0.14012	-0.83558	0.10322	-0.35807	-0.038	0.017258	0.35302	0.085855	0.15005	0.34727	0.35049	-0.35747	-0.16329	-0.30136	-0.046569	-0.11436	0.28827	-0.31389	-0.0096227	0.635	0.033571	-0.18018	-0.063716	0.069753	-0.29254	-0.1047	0.12833	-0.33658	0.36705	1.9987	-0.56689
"TCGA-BK-A13B"	0.49491	0.34556	0.189	-0.035953	-0.49141	-0.25973	0.23098	0.20363	-0.33999	-0.39979	-1.2794	-0.34189	0.13716	0.096652	0.052664	-0.12137	-0.46991	0.65284	-0.60675	-0.22758	-0.21484	0.019115	0.076014	0.087182	-0.055111	0.27039	0.13999	0.07922	-0.0887	0.70844	-0.27998	1.2864	0.44507	1.3156	-0.16783	2.6172	0.49549	1.4166	0.24714	-0.062926	-0.27257	2.6085	1.8853	-0.19045	-0.0974	0.11273	0.23579	-0.40374	0.044023	0.060185	-0.09731	-0.14343	-0.20613	-0.45687	-0.31189	0.51816	7.8877e-05	0.48928	0.084742	0.14402	-0.08028	0.22669	0.11174	-0.53432	0.67616	0.0051387	0.045781	-0.1485	-0.29037	0.055848	0.22322	-0.82628	-1.0174	0.73502	0.20772	1.1257	0.80028
"TCGA-AJ-A2QL"	0.52698	0.19599	0.055335	0.32645	2.8554	-0.12388	0.099074	0.30518	-0.08003	-0.098123	-0.14844	1.0471	0.40825	0.023904	0.10183	0.052458	-0.18766	1.1733	-0.072299	0.077381	0.551	-0.17174	-0.39847	-0.052168	-0.20321	0.79077	-0.12025	0.15328	-0.84258	0.24329	-0.43367	0.9874	0.57757	1.0204	-1.023	2.73	0.9139	1.5111	0.58372	-0.53077	-0.032223	2.1898	1.6233	-0.097161	-0.15365	0.15418	0.14909	-0.29513	-0.22084	-0.22747	-0.2105	-0.33034	-0.64494	-0.50858	-0.40006	-0.42357	-0.36307	-0.22284	0.055927	0.15353	-0.045342	-0.17577	-0.18426	-0.68334	-0.011559	-0.94535	-0.016105	-0.34022	-0.15145	-1.0558	-0.9659	-0.67946	0.76902	3.497	-0.14087	0.68266	1.1089
"TCGA-DI-A2QT"	0.71146	0.58808	0.77851	0.12888	-0.69133	1.006	-1.2173	0.51847	-0.50676	0.32029	1.0706	1.2096	0.41202	0.24236	-0.073145	-0.35201	-0.10199	0.70306	-1.3019	-0.14663	0.59106	0.73446	0.69028	-0.053633	-0.2383	-0.21904	0.26494	0.055077	0.61607	0.6787	-0.42893	3.1719	0.88418	1.1803	-0.8124	-1.4942	-0.14257	-0.37761	-0.48423	-0.012147	-0.81098	-0.566	-0.23321	0.35877	-0.31585	0.052335	-0.026557	0.7624	-0.65894	0.23351	-0.17456	-0.11374	0.5188	0.25852	0.93461	-0.10202	-0.026338	2.4036	0.29478	2.2922	0.45811	-0.13342	0.61083	0.26877	-0.32604	-0.19221	-0.10744	-0.51908	-0.17161	-0.54598	-0.34643	0.69997	-1.017	1.408	-0.066078	1.1091	0.86718
"TCGA-DI-A2QU"	0.30249	0.7048	-0.05193	-0.060474	-0.5343	0.11556	-0.22924	-0.015054	0.028525	0.072604	1.1895	1.6448	0.35024	0.23836	0.15738	0.61575	0.32776	-0.036219	-1.8967	0.1616	0.29602	0.44895	0.10768	0.045002	0.99039	0.17545	0.27673	0.34272	-0.64728	0.36853	-0.32237	0.51761	-0.009284	0.37449	-0.60545	2.0748	0.63071	0.31085	0.0039608	-0.48378	-0.44449	-1.1457	-1.0034	0.10082	-0.76782	-0.025789	-0.302	0.085705	-0.044412	-0.10518	-0.13614	-0.14321	-0.88136	-0.43671	-0.29206	-0.10761	-0.35103	-0.053672	0.098268	-0.24297	0.23667	0.45166	-0.23672	-0.82033	-0.21829	0.20407	0.40054	-0.060752	0.025477	-0.50949	-0.4409	-0.20673	-0.28128	-0.49858	0.034579	0.88319	0.66973
"TCGA-EO-A3B1"	-0.63512	0.4241	-0.039727	0.12922	0.2743	-0.19123	-0.068353	0.25147	-0.07945	-0.15912	0.70452	0.94685	-0.35409	0.11052	-0.22153	0.90358	-0.0042728	-1.7566	-0.86877	0.84195	-0.32417	0.16258	-0.665	0.21122	1.3935	0.038571	0.24672	0.49533	0.46457	0.076714	0.51906	0.86945	-1.3622	-1.9762	0.72556	0.084598	-0.65327	-0.10349	0.26844	-0.15566	-0.54411	-1.2293	-0.77224	-0.75987	-1.1792	-0.37667	-0.352	-1.1942	0.23643	-0.24097	0.17127	0.13623	-0.063427	0.09909	-0.60314	-0.1427	-0.22557	-0.22358	-0.0087588	-0.22062	0.1022	0.14347	0.27243	-1.0338	-0.50693	0.33022	0.14159	-0.14524	-0.083113	-1.3032	-1.1953	0.20464	0.47285	2.1755	0.21032	1.6444	-1.8212
"TCGA-EO-A3B0"	0.73514	0.38515	0.14307	0.22796	0.37689	-0.16224	0.19188	0.07334	-0.29517	-0.0017963	1.1103	0.63401	0.43362	0.057425	0.014798	0.74019	0.0063638	0.39064	-1.4469	-0.17361	-0.051518	0.075346	0.21229	-0.1038	-0.11135	-0.06959	0.46006	-0.014352	0.73107	0.87068	-0.31467	1.6663	0.09861	0.083942	-0.17499	0.51733	0.022473	0.69939	0.10342	-0.74151	-0.34169	0.072646	0.43527	-0.26314	-0.61104	-0.19371	-0.18527	-0.052013	-0.02236	-0.4316	0.0049207	-0.32787	-1.2108	-0.72977	-1.4802	-0.065735	-0.49235	-0.34737	0.072644	-0.16286	0.09352	-0.22211	-0.33622	-1.3552	-0.48694	-0.99038	0.011444	-0.31472	-0.39886	-0.30353	0.21106	-0.87408	-1.1729	2.0389	-0.20451	1.2165	-0.19165
"TCGA-EO-A3AZ"	-0.35946	-0.3729	-0.10133	-0.57387	3.0151	-0.038128	0.17746	0.36242	-0.040435	0.21132	0.25958	0.22727	-0.14831	-0.064095	-0.26396	0.019289	-0.15936	-0.22115	0.072622	-0.042346	0.30187	-0.31769	0.24376	-0.17637	0.23915	0.20044	0.1226	-0.25282	0.47174	0.049846	-0.12376	-0.52285	-1.0475	0.19047	0.51043	0.57808	-0.58496	-0.086219	-0.37538	-0.44137	-0.3957	0.0063606	-0.015855	0.069024	0.059685	-0.14553	-0.1123	0.37392	-0.027381	-0.0077781	-0.14545	0.19316	-0.78752	-0.29473	0.55728	-0.33892	-0.35127	-0.011491	-0.11408	-0.19361	-0.14242	-0.15048	0.8816	0.27172	0.93992	-0.34577	-0.049822	-0.25384	0.26952	-0.47449	0.053557	-0.074359	2.0006	5.6676	0.22765	0.96876	-0.22299
"TCGA-EO-A3AU"	0.3041	-0.080145	0.066346	-0.24981	0.52933	-0.49354	0.21197	0.28074	0.41074	0.071486	0.17226	-0.28523	0.15762	0.01588	-0.14987	0.21797	-0.037683	-0.051126	-1.5899	-0.15882	-0.040121	-0.17611	0.29905	-0.12172	-0.058811	-0.54356	0.19806	-0.16396	0.0056554	0.4543	-0.1859	1.2647	0.704	1.4112	0.30146	0.86354	-0.30312	0	-0.61881	0.60661	-0.51707	-1.1417	-0.73267	-1.1947	-0.96797	-0.34087	-0.56511	0.10742	0.13763	-0.11254	-0.10913	0.06128	-0.84102	-0.28013	-0.33018	-0.092906	-0.35156	0.38531	-0.06255	0.58074	-0.10934	0.12289	-0.07238	-0.72521	-0.22214	-1.822	-0.34483	-0.29223	-0.34051	-1.091	-0.85842	-0.95823	-1.4279	0.55142	0.20396	1.2295	-0.049281
"TCGA-EO-A3AV"	-0.71692	0.62322	0.1907	-0.48409	3.4286	-0.61487	-0.54454	0.40615	-0.26202	0.18349	0.47023	0.1926	-0.14421	-0.0044296	-0.42421	0.72021	-0.50023	-0.83316	-1.2404	0.034379	-0.093138	-0.20962	-0.79226	0.087292	-0.23823	-0.5814	0.46088	0	-0.080966	0.42357	0.10642	1.3847	-0.71825	-0.53838	0.74293	-1.2374	-0.76489	-0.26907	-0.70845	0.32725	-0.26045	0.74419	0.64391	-0.65563	-0.76354	-0.4861	-0.48073	-1.3083	0.29132	-0.31529	0.099954	-0.034205	-0.79093	-0.42498	-0.27522	0.18254	0.0021366	-0.44411	-0.17124	-0.38144	0.042964	-0.22012	-0.14151	-1.4854	0.25578	-0.58391	0.28245	-0.19083	-0.2647	0.009099	0.2025	-1.0651	0.055497	2.2289	0.071956	2.1993	-0.49405
"TCGA-EO-A3AY"	-0.17324	0.54549	0.034418	-0.11455	2.8131	-0.35474	-0.29335	0.20254	0.063338	0.10513	1.4707	2.3091	0.23575	-0.032557	-0.057206	0.30053	0.028729	0.37109	-0.34464	0.11087	0.11445	-0.13066	0.39942	0.042719	-0.18999	-0.24669	0.33487	0.43409	-0.84792	-0.019769	-0.38151	1.6271	0.7681	1.2132	0.025729	1.7011	-0.13961	-0.080821	-0.067103	-0.41352	-0.41147	-0.057188	-0.14624	-0.68871	-0.54496	-0.21933	-0.17184	-0.084263	-0.22254	-0.24746	0.0088426	-0.31007	-0.98119	-0.60771	-0.3597	0.21112	-0.086208	-0.27812	-0.03644	-0.24576	-0.0030392	-0.056188	0.21941	-0.21657	0.16581	-0.38873	0.21691	-0.42212	-0.18656	-0.33698	-0.051432	-0.31841	1.0815	-0.3357	-0.097155	0.94846	0.16714
"TCGA-AJ-A2QM"	-0.47594	0.36062	-0.08771	0.15042	-0.69949	0.51315	0.26599	0.16355	-0.19407	0.19304	1.2446	1.772	-0.089867	0.064416	-0.26587	0.31039	0.32569	-0.11321	-0.55615	0.060737	0.15578	0.53125	0.47568	-0.19398	2.8661	0.10996	0.10797	0.21416	-0.52722	-0.088035	-0.38455	2.9531	0.064849	0.85447	-0.64162	-0.90295	-0.60469	-0.38457	-0.63325	-0.52209	-0.10899	-0.10079	-0.43888	0.74946	0.98527	0.6986	0.086451	0.1811	0.034229	0.14656	0.10725	-0.085559	1.0623	-0.04627	0.15579	0.9762	0.13231	0.22303	-0.10419	-0.10783	-0.14745	0.53241	0.12587	0.53339	0.11021	0.76511	-0.14637	1.5771	0.6335	1.013	0.44569	0.76005	-0.71942	-0.81433	-0.077815	0.41423	0.20995
"TCGA-AJ-A2QK"	0.08447	0.10043	0.24253	0.15686	-0.64538	0.58691	0.45798	0.25735	-0.5233	0.053896	0.32647	0.049963	0.030227	0.24065	0.37553	0.33873	0.048305	-0.28767	-0.72017	-0.10288	0.24025	0.25913	-0.45143	-0.10165	0.055523	-0.068961	0.25829	-0.32368	-0.016235	0.37131	0.030492	0.91986	0.48582	0.23021	-0.50912	1.3859	0.44921	0.0016085	0.64479	-0.54505	-0.40634	0.73473	0.65373	0.84413	0.39353	0.3431	-0.23794	0.99483	-0.048346	0.20905	-0.13234	-0.092243	0.72049	-0.49205	-0.52994	0.13659	0.072807	0.093537	0.0034696	-0.27936	0.10848	-0.011745	-0.067528	-0.67589	-0.017613	1.2092	0.070754	0.032219	0.050548	0.50633	1.034	0.12436	0.22536	0.41392	0.076449	0.99153	-0.10262
"TCGA-DI-A2QY"	0.2793	-0.32923	-0.076106	0.31079	0.38819	0.32683	0.24922	0.17663	-0.030291	-0.5403	0.15008	0.90187	0.27754	0.12823	0.16002	0.23406	0.15514	0.23707	0.10216	0.39626	0.30797	1.1783	0.70867	0.072492	1.4981	0.62952	0.031662	0.51254	-0.63935	0.05783	-0.49324	0.44206	0.36835	0.3493	-0.63748	2.1578	-0.18639	0.029626	1.7364	-0.062751	-0.60331	-0.9687	-1.266	-0.12066	-0.40014	-0.09517	-0.43999	1.1636	0.19426	-0.010171	-0.16499	-0.21999	-0.052262	-0.26523	-0.19	0.0042305	-0.18047	-0.1759	0.00067917	-0.32851	0	0.47498	-0.39853	0.24114	-0.10863	0.27846	0.076901	-0.12814	0.051043	0.31485	0.30725	0.30127	-0.13355	0.30145	0.056585	-0.57988	0.72515
"TCGA-AJ-A3BF"	0.22489	-0.07915	-0.18299	-0.20697	0.2051	0.2155	-0.12719	-0.082003	-0.03781	-0.30077	0.6783	0.67269	0.22417	0.12143	-0.024034	0.063906	-0.29085	0.58471	0.92208	0.45579	0.25072	0.63339	0.39172	-0.033248	1.5959	0.24117	0.10148	0.41814	-0.033919	-0.18849	-0.23675	0.056003	0.84395	0.57667	-0.66523	1.6698	0.1603	0.074359	-0.17521	-0.33741	-0.68213	-0.7554	-0.74217	0.13755	-0.37487	0.23999	-0.2028	0.60165	-0.083927	0.007913	-0.21234	-0.079224	-0.76057	-0.59711	0.026114	-0.23608	-0.07204	-0.11702	0.053055	-0.21189	-0.0073961	-0.093865	0.038874	0.076204	-0.1294	0.0039579	0.20285	-0.30849	-0.04656	-0.29444	-0.11222	0.093947	0.73536	2.7058	-0.15819	-1.5393	0.58599
