"sampleID"	"MTOR"	"RPS6KA1"	"YBX1"	"JUN"	"RBM15"	"SHC1"	"AKT3"	"FN1"	"XRCC5"	"RAF1"	"CTNNB1"	"GSK3B"	"CCNB1"	"RAD50"	"BAK1"	"MAPK14"	"EGFR"	"SERPINE1"	"CAV1"	"EIF4EBP1"	"CCNE2"	"RPS6"	"GATA3"	"MAPK8"	"PTEN"	"CASP7"	"BAD"	"MRE11A"	"PGR"	"BIRC2"	"ATM"	"CHEK1"	"FOXM1"	"GAPDH"	"CDKN1B"	"ERBB3"	"BRCA2"	"RB1"	"AKT1"	"RAD51"	"RAB11A"	"MAP2K1"	"TSC2"	"MYH11"	"MAPK3"	"CDH1"	"CLDN7"	"TP53"	"ERBB2"	"RPS6KB1"	"CDH2"	"BCL2"	"RAB11B"	"AKT2"	"GSK3A"	"XRCC1"	"AKT1S1"	"PCNA"	"BCL2L1"	"COL6A1"	"BID"	"ARAF"	"AR"
"TCGA-B5-A0JY"	0.945814263150599	0.784841645216596	0.0263612963622494	0.0729911124310258	0.0735430831749615	0.0271243298784255	0.546885876420705	0.0945576107827626	0.0304169940957386	0.0184380546390744	0.0351715670557253	0.0288732617903444	0.969223046215751	0.0188986668038672	0.154834667599936	0.0517133501511738	0.115742795813115	0.0374150293740422	0.0552205161192003	0.0294123179701258	0.0497956367232147	0.039359437713828	0.0577925340264202	0.823056142784746	0.0101839684701513	0.0344173473629063	0.0490485167578532	0.0373491018684522	0.0555180341018826	0.0436649578313649	0.0134265186804949	0.0430100022396258	0.0294105752633371	0.0452447927858063	0.0795043429878154	0.184228902288963	0.871015068999532	0.0239567587669994	0.124348237211234	0.0391018787374867	0.0270207342912315	0.0217126993513953	0.0589151935755843	0.0226550219905557	0.0590281077605581	0.237252979047571	0.0371410189620494	0.025089109560348	0.0518202637137121	0.0427899509930069	0.0497973191998077	0.036561393467945	0.0501974948359556	0.0610487385143556	0.0299817226246775	0.0491664334704209	0.658584497080702	0.0307714007948026	0.04362399585821	0.0570870301602904	0.0563805489911701	0.119039995327877	0.623292992130119
"TCGA-B5-A0K9"	0.950636369570678	0.769326620078962	0.0414016278490745	0.059530847471871	0.0559753001816052	0.0325509743768437	0.895883418533075	0.359508813246839	0.0545947398569258	0.019985741830285	0.0351487112337112	0.022344810131333	0.967596849831493	0.0222789877083874	0.469374505482401	0.0623649844731703	0.142572104128933	0.160501963344103	0.0478100339085244	0.0385536194946717	0.046675513316023	0.0454218638669153	0.585452068782352	0.736510758221849	0.00979537077752156	0.0345982627919173	0.0437853734241682	0.0393839443665624	0.0644133387972277	0.0309401305200169	0.0165686349954849	0.0443892880869387	0.052210959303688	0.0351793901312835	0.072392709416124	0.267919646346095	0.723850459199536	0.0228280746195274	0.0739305925553922	0.0315649296332281	0.0303370778330265	0.0214666267440455	0.0347538250629442	0.459306280225238	0.0430432019829405	0.281499095389484	0.0349511162136125	0.0327773892433454	0.0555935347795637	0.0386886443511499	0.520375059759379	0.140592394286867	0.042602437264615	0.0652835259613302	0.0225065084785153	0.0344421198962756	0.493027640719256	0.0305617614522896	0.0380196582712985	0.05703437392432	0.0386420822014709	0.27485600642919	0.552734572717104
"TCGA-B5-A0K3"	0.941019266379006	0.884908784120313	0.024973545479172	0.0760072369727323	0.0427127928179378	0.0372491562975795	0.280006249653738	0.0855185535618747	0.0320723500426267	0.0322769995914071	0.049347002883033	0.0323599880150308	0.963143389537443	0.0310378926694306	0.171778745121965	0.0381386621655354	0.147924663369571	0.0904768420459208	0.127271903845423	0.0284575173799979	0.0460851558920359	0.0318989395351843	0.0432847662322177	0.649052392497442	0.0114532730997713	0.0449118986093103	0.083390455644944	0.0411131920689753	0.0561938240712655	0.0602442709944772	0.0163399894556116	0.0433865245208067	0.0427076736212889	0.0439569403998909	0.0591348788674319	0.141552260537227	0.800740665777922	0.0287357319966519	0.0916030972009213	0.0225174850755954	0.0508319907168869	0.0358377584324935	0.0543378400922521	0.032152409112033	0.046672999099418	0.172437910788707	0.0379544509586876	0.0382973415235917	0.0896547897234492	0.0256421977164752	0.0490562604311313	0.0434798003719662	0.052667559225883	0.0531305552176916	0.033109721811278	0.0356573074452499	0.248985853218072	0.0324478230749969	-0.00501188248628299	0.0588248113221078	0.0384377335343659	0.183346100684652	0.568591992557151
"TCGA-B5-A0K4"	0.960431855813125	0.897381513191952	0.0257540222911483	0.0717385986738939	0.0476424951903583	0.0406288863860245	0.17782070768313	0.0740276898597967	0.0598422357019314	0.0246433854772394	0.0658573521802606	0.0258996333714859	0.721993403618865	0.0342061457255113	0.406751462953414	0.0407493740699964	0.055080761056114	0.0611141470332007	0.0419249713261593	0.021455494048058	0.0490900533243254	0.0665237595130835	0.0448407528645125	0.719576970255578	0.00877775682880469	0.0585753980960481	0.117446124941015	0.0335621361787814	0.0504803673459189	0.0324208034940442	0.013085502202957	0.0246069587861878	0.0482641887777418	0.0408344654662637	0.0622783925576236	0.120213079290228	0.964784178666346	0.0281016016299972	0.0921385444898153	0.030642574214225	0.0384950192363709	0.0338691757168658	0.0390778984804126	0.0228520310493553	0.0460228028813375	0.1696800702675	0.0419532654065193	0.0251919446148984	0.0632344851200587	0.0392390279878385	0.0491017370870847	0.126371877664423	0.0494380414609591	0.0993921881549378	0.0278004339378182	0.0499351143330159	0.692640217953375	0.0414555259308664	0.1359379034789	0.0501253348967791	0.033049711290874	0.264972052223271	0.592699203919283
"TCGA-A5-A0GX"	0.950574069892196	0.701030964526518	0.0575108506358462	0.0929062763074776	0.0634082484984025	0.04347465386964	0.760895697623682	0.0791019611993693	0.0581279801948318	0.0395643920861247	0.0403996445466916	0.0715633749157894	0.960058678220632	0.124011397781031	0.228322063512449	0.045913479058835	0.0689716497804976	0.0327491181420382	0.0553934133794479	0.0475103291398191	0.0734283042898893	0.047729524678467	0.0523000462027286	0.68972276100136	0.0133102107157084	0.0783269132389627	0.0576576124771191	0.0771931948102211	0.0627171777952575	0.0580252876064374	0.0195500881324957	0.0393340746745987	0.0688212968759618	0.0503172815476181	0.0722636924708614	0.389615056682578	0.922501726453698	0.0307052109512437	0.106720096463956	0.0296704626551442	0.0429223862302074	0.0397670699918923	0.0542124860703524	0.021774852572169	0.0449537676685719	0.313427715375577	0.0493251994470983	0.0341172417684726	0.0580973305267681	0.0622115267097059	0.0545646141224507	0.145940008259166	0.0592941115790559	0.0966997157745138	0.0786468499629718	0.0647558882566544	0.781129911251121	0.0741110491799619	0.139319136279656	0.0784365173000735	0.0464861957728848	0.277757730790227	0.316599188020954
"TCGA-A5-A0GA"	0.957878299443732	0.699675284831104	0.0243082380486607	0.0803793918007042	0.0493950171066858	0.0427157741080537	0.890871058084459	0.0787517158991451	0.0584809700120228	0.0332845078946063	0.0761332113646653	0.0364961812712693	0.958918849341515	0.026656424782051	0.448389585634656	0.0513828790147808	0.0816806717809328	0.0439516757536805	0.0497027269400478	0.0185058187361459	0.055631781982407	0.0344276172725181	0.0621364958776079	0.832469537919083	0.0162088974542692	0.0524690820930042	0.124969391439056	0.046543342783085	0.0671598445725703	0.05146691049518	0.017524060183675	0.0481199151729084	0.0441840019419072	0.0494647172061907	0.0604378109855137	0.317426167182741	0.773000409850388	0.0207284782117025	0.0855160882997663	0.0286874647910712	0.0436696648226814	0.0343682726172562	0.0454720206158782	0.027891680010225	0.0246171080589631	0.367461382272595	0.0470303876490751	0.0280206932076412	0.0660814373899709	0.0392452465044567	0.0920300927231154	0.04238837627961	0.0393913822795943	0.0862478829761817	0.0252450788757695	0.0418699032372045	0.765842760283656	0.0358382020024887	0.0504020729055799	0.354297050008973	0.0667936425325766	0.270425976566346	0.514356918283412
"TCGA-A5-A0G3"	0.94669737266043	0.922208833912156	0.0391535286367017	0.0927025895330698	0.0493989192651076	0.0424033900530371	0.525909639186748	0.0703230893750114	0.037649820651753	0.022600356447108	0.0473198081198422	0.0368776557375277	0.969094075391061	0.0485071175352414	0.534628114784935	0.0329773218652745	0.0668686971767413	0.0354432233148184	0.048976356424046	0.0501930557860688	0.0729680395273175	0.0401317291828781	0.0536365069046708	0.972453630607795	0.0165735098449813	0.0520116633586099	0.0948765640341737	0.0508030079101512	0.061668362416039	0.0655691953338779	0.022936418029529	0.0362060869497745	0.0809323551889838	0.0529123729967535	0.054260103599603	0.186878052298646	0.646052000226158	0.037323054748003	0.188358789994052	0.0284149354936597	0.0409041329342611	0.0321534670997869	0.0560459301800625	0.0276236577734931	0.0369534333232408	0.18004276384026	0.042579812344087	0.0409318181019667	0.0624595199543261	0.0510394324209154	0.0478471433666572	0.102637264957254	0.0674208875079686	0.193321034280608	0.0474072915736356	0.0827497084820418	0.440748980172041	0.0482768933761753	0.0889999908020564	0.0608548385920809	0.0428987381638026	0.202551885824801	0.311218217202175
"TCGA-A5-A0GW"	0.943418643470201	0.784540085990073	0.0356464471851118	0.0977740268337125	0.0637665924944053	0.0440854258367863	0.614027437754936	0.07961176276417	0.0490697255310892	0.021937960006203	0.0662921947023799	0.0298326419804065	0.956607467449541	0.0232400985157771	0.270832265299909	0.0332164271526014	0.116660562935663	0.0774140019317245	0.0533278476047074	0.040897707405244	0.0409625745475307	0.0240949228532195	0.0550423382004654	0.853796701751422	0.014440592826144	0.0534828573842378	0.129701662193368	0.0430143348891418	0.0748564343884899	0.0589062134682947	0.0162369301736354	0.0578472842124991	0.0643236132884355	0.0447901813505008	0.0667713506220312	0.356960357461895	0.862155175744557	0.0314758802167737	0.113208974049802	0.0207745960526826	0.0344278905906208	0.0290567579740997	0.0568511098823238	0.0372546117853022	0.0423478851066232	0.342900553765872	0.0398984800561215	0.0298997734858172	0.095548121495705	0.0393085436263754	0.114342210644718	0.0476474179083234	0.0594822447582151	0.0806206942743732	0.0281396621125145	0.0474571566799507	0.734992385199568	0.0349973713562416	0.0699509093574983	0.0550026929548041	0.0325540729183285	0.220337296175853	0.530492628366258
"TCGA-A5-A0GB"	0.940340191506149	0.875795787749358	0.0259930134617912	0.0622385769678293	0.0328277454381962	0.0395177452879309	0.908529120859838	0.0686872867180511	0.0371111870057409	0.0257254980904306	0.0426095143955217	0.0273879022604471	0.966646122239278	0.015278904758362	0.714991978122417	0.0390668352639484	0.0683225414248822	0.0518005637192831	0.0702282964629108	0.0282909049079787	0.0782566846070659	0.0212599272616883	0.0423929712480601	0.340667157344267	0.0108408294298442	0.0424511241684863	0.105178667106154	0.0434477721955794	0.0488257274575677	0.0488050403003338	0.01284908548871	0.0316088610372989	0.10626536584677	0.0434165414412713	0.0517463335184224	0.169764892806585	0.920911251275435	0.0269913423056873	0.100493827090437	0.0292543980966627	0.0320338035916382	0.0325565735344069	0.04209977894855	0.0448529544580958	0.0354821339100558	0.173709871384102	0.0414895682737213	0.0245238113636592	0.0923529617415822	0.0373550327500619	0.0370407019187945	0.0595287770166322	0.0735636997982968	0.075711526420286	0.0281018029225366	0.0333167036276773	0.678686813943531	0.028415611842627	0.0787935658456611	0.0484792959167162	0.037595548174838	0.367778785513529	0.544626140466131
"TCGA-A5-A0GV"	0.955007407856642	0.871429244459458	0.0208003408962648	0.0819167750147578	0.0480114733322663	0.0397968186905684	0.698021977236635	0.0585393871019535	0.030342747847047	0.0237579450313196	0.0954060062883057	0.0340281800597726	0.965391270942667	0.0229254399463528	0.315228558605195	0.0457478923444473	0.0563179419810286	0.0409291261844387	0.0492201158938291	0.0206452241944763	0.049368429811591	0.0159416475362029	0.0435567397291098	0.352069359027803	0.0144146009557657	0.0935328984435085	0.0939756627887475	0.0322453872687302	0.0479679606512771	0.0526046755970762	0.0197431379997695	0.0353603058890915	0.0718305396337469	0.0499591956408232	0.0707332743914517	0.0960400955387778	0.961860597147559	0.0231619038469084	0.091807354879175	0.0258366439034854	0.0407849261861339	0.0374348560862558	0.0398297700786947	0.025023892228637	0.0512034640615013	0.159078365029093	0.0407502925055224	0.0276957771308888	0.068921121231319	0.0359581920958235	0.0432390181257637	0.0386671484499503	0.0577752365406976	0.0710374868924421	0.0249572142283719	0.0335118472800911	0.673194579057212	0.0328107264273799	0.0451855053435409	0.059463479887768	0.0329404060814272	0.31320421269253	0.227434271275972
"TCGA-A5-A0G1"	0.937794214732294	0.626987784141576	0.0287519298661476	0.065376816434804	0.0499636783862944	0.0381475692571855	0.716861614779171	0.126289088223295	0.0587322541146381	0.0154840242803702	0.0477353198903408	0.0220759687824933	0.957165546909623	0.034036524793685	0.408137459045164	0.0439479728957374	0.115617645738992	0.0283169287617424	0.0311655244036159	0.0252294931368192	0.0491014870644588	0.0295983999658307	0.284751397333461	0.86335846343324	0.0104649432206297	0.0237208274412658	0.0989458893154527	0.0437513260601358	0.0963079386402071	0.039407432514942	0.0163080239267736	0.0495083853283559	0.0512858216955096	0.0301964207331664	0.0524652533972305	0.426578342118168	0.771174944330053	0.0230334505579037	0.0741001552810553	0.0337297283381339	0.043237368536903	0.032560731573113	0.0707777840813185	0.027671753157547	0.0477544886727059	0.317019065240205	0.0330528267312802	0.0333219038472214	0.0513137386801324	0.042555675831906	0.0458792125021763	0.0814732923575952	0.0611479673672474	0.0891564277295596	0.035903871258234	0.039226687699164	0.876288721900326	0.0372160674308988	0.0726637165017994	0.0857789357711014	0.0267229613568569	0.295603022297252	0.607332818963075
"TCGA-A5-A0G9"	0.964972637555986	0.616611422667679	0.0324982388549011	0.0675398761290797	0.0418903389081132	0.0431148917404049	0.738061143907568	0.0746876025710353	0.0374624970369167	0.029597977635912	0.070079629101534	0.0494368472669067	0.966047214473817	0.0711371097731576	0.516039182882348	0.0329741826633055	0.0594647729806043	0.0380505684215196	0.0429413651650589	0.0216818970417699	0.0429831908352199	0.0266192345467354	0.0461277854661504	0.89938793685758	0.0113392249671448	0.0581616043585292	0.0713320318898323	0.0648588704963758	0.0560467351495511	0.0569120260285919	0.0149794484398011	0.0277613352496193	0.0651948242697122	0.0407839028034276	0.0491689376575999	0.121879481764304	0.905913067324278	0.0274274263785193	0.101669024254141	0.027043888909328	0.0258434968629231	0.0297368247431148	0.0511086652282703	0.135212163737398	0.0377893733565357	0.215974119551782	0.0440070770144171	0.0301220820328219	0.0568619100813738	0.0379634644615013	0.0706393622186231	0.0719679710022485	0.0671285530100418	0.0839427705213983	0.0531729840479886	0.0583508698075004	0.657497863636031	0.059589602352371	0.10550285305884	0.0562895636621464	0.0377392688923732	0.376406314379059	0.464722401699794
"TCGA-A5-A0GR"	0.954783857115777	0.396983407797987	0.0213027130767848	0.0600477799415582	0.0427654958910162	0.0366333143197306	0.77244208169386	0.189240358523142	0.0626986480394539	0.0164995254148874	0.0373908721438366	0.0226368998632605	0.930712088810933	0.0310886174919385	0.12852002960707	0.0366627745187215	0.20347638330482	0.0415118137616165	0.0296495709793859	0.0391032499361896	0.0448402876009848	0.0258513082683651	0.166999089149543	0.595616956149052	0.00945433855705405	0.0216812298853286	0.063085836816386	0.0264354649984535	0.104056235408887	0.0351496367556397	0.0204983875751218	0.0323947152805591	0.0490804022260747	0.0486990216091537	0.0608105653069078	0.260409882282678	0.954299116882345	0.0255189083915333	0.11827445775887	0.0350901306753363	0.0320452986024298	0.02289433303275	0.0620439333108544	0.0221978944837142	0.0726762910184152	0.402675301396393	0.0452556819885592	0.020940329718245	0.0613742082795559	0.0407062317210591	0.137323271933827	0.1549535414746	0.0488656060257844	0.0820640609277364	0.0279867855506263	0.0642583851275936	0.689370261772531	0.053053603066969	0.0908143483037719	0.12669085862511	0.0270105122038824	0.341695264121841	0.579298870969249
