"sampleID"	"MTOR"	"RPS6KA1"	"YBX1"	"JUN"	"RBM15"	"SHC1"	"AKT3"	"FN1"	"XRCC5"	"RAF1"	"CTNNB1"	"GSK3B"	"CCNB1"	"RAD50"	"BAK1"	"MAPK14"	"ESR1"	"EGFR"	"SERPINE1"	"CAV1"	"EIF4EBP1"	"CCNE2"	"RPS6"	"GATA3"	"MAPK8"	"PTEN"	"CASP7"	"BAD"	"MRE11A"	"PGR"	"BIRC2"	"ATM"	"CHEK1"	"FOXM1"	"GAPDH"	"CDKN1B"	"ERBB3"	"BRCA2"	"RB1"	"AKT1"	"RAD51"	"RAB11A"	"MAP2K1"	"TSC2"	"MYH11"	"MAPK3"	"CDH1"	"CLDN7"	"TP53"	"ERBB2"	"RPS6KB1"	"CDH2"	"RAB11B"	"AKT2"	"GSK3A"	"XRCC1"	"AKT1S1"	"PCNA"	"BCL2L1"	"COL6A1"	"BID"	"ARAF"	"AR"
"TCGA-BM-6198"	0.946581799281281	0.695066060002553	0.0148854025904004	0.0375222668338024	0.0281616518709261	0.0336336379440549	0.933617119137009	0.0467863515824194	0.0246061652225536	0.0124061082045032	0.0234480394533972	0.0175220312097887	0.968233458064346	0.020513318353134	0.23637766319851	0.0276158107885439	0.776852227437961	0.237892005176363	0.279051828636424	0.0226758298848355	0.0205520903039659	0.0397131796266921	0.0200993059254569	0.0319271187642465	0.912763340098213	0.00992724646101706	0.0262961890099112	0.066919729138597	0.0300329417047014	0.091703334603042	0.0249146453541923	0.0138722127447355	0.0276993710465748	0.0385614044243447	0.034398642092914	0.0481224361047319	0.240827143152555	0.747199748293689	0.0202999260144133	0.0647844657390311	0.0211409150151612	0.0195106496173934	0.0171696033879038	0.0373123568430963	0.330430431082955	0.0204735621422278	0.232735422687631	0.0248744788798012	0.021333751898308	0.0223139915005913	0.031729703458322	0.345126389647315	0.0461654987466699	0.0478458569014292	0.0288920921680969	0.0270594306863003	0.817326404640845	0.0222584073135457	0.0345065318458784	0.0424554762304066	0.0227142869991431	0.0372859797362697	0.761748829124522
"TCGA-EI-6506"	0.950642785751206	0.517161223185457	0.0182829145671679	0.048550848491367	0.0225464664676466	0.0222774947203523	0.934082683868762	0.0370954795173097	0.03229784660198	0.0148110765196278	0.029926618295619	0.0160490157713458	0.959881656709335	0.0167442771728924	0.108938552070023	0.0314648659796094	0.749941175434953	0.27006067458828	0.322952168839113	0.0252103894349414	0.0209505128269492	0.0583872193700484	0.0280213438538854	0.044067237112677	0.918082368332168	0.00781675727999279	0.0201957284974186	0.0486928397906256	0.028131438031568	0.0560586600488697	0.0268999773077578	0.0129895563362615	0.0339085689332858	0.0472629566933894	0.0416476344397065	0.0497191124067567	0.195863693955185	0.875544738381904	0.0202077592670502	0.0626299010427372	0.0233088848537739	0.026179352458752	0.029414608850356	0.0292740508915368	0.344762721578153	0.0329704590269264	0.301053168836276	0.025235099473767	0.024074912331113	0.0289573063935903	0.0159400803775855	0.123955649571298	0.0472866939315288	0.0482026778913394	0.0194765127990628	0.0344566493399061	0.641735447547774	0.0237823589616676	0.0290156590126059	0.0497972378042034	0.0261162627514503	0.338417695460093	0.493540536558483
"TCGA-DC-6157"	0.9417081817459	0.711611351802135	0.0219998425265688	0.0542826936362432	0.0374715929587676	0.0387510185574412	0.887320864900464	0.0389049494383878	0.0390149513718774	0.0198739988092124	0.0480463301560341	0.0278010830613358	0.972865866437752	0.0306587246016192	0.148592378122964	0.0473263887999378	0.727178561883519	0.33675304343253	0.082847961323814	0.0383146475942966	0.0257869388271335	0.0316189277155585	0.0254788488113042	0.0462778898553228	0.919434105551639	0.0120143753608979	0.0360702910548593	0.114646301356241	0.0389031444069318	0.0449666974579273	0.0468714684737653	0.0116928977759317	0.0620512003216695	0.054970672609906	0.0322024553012666	0.0601713052158291	0.178670222786642	0.912348731453644	0.0238842460657899	0.0959224093356409	0.0259856282279591	0.0418685294330203	0.0273610862826179	0.0511093006303025	0.412836119333863	0.032549957265764	0.186428417051674	0.0383244094331916	0.0259793549024987	0.0704063359868477	0.0300547533479696	0.122765262102373	0.0695190825797379	0.0673036797668955	0.0343286712491574	0.0447948281397028	0.834457105433637	0.0442788082043628	0.0362406915279232	0.0530431785326718	0.0470996252959409	0.0400016206753906	0.187307983160298
"TCGA-EI-6507"	0.946412529489313	0.547879715181786	0.0173159387486032	0.0486867680521862	0.0493636648225094	0.0245177212952762	0.928247007949542	0.559312555631024	0.0265938699324353	0.017919927453697	0.0283480837697999	0.0175090117213975	0.961094733722528	0.0196730442262142	0.288219576037673	0.031918247831345	0.745949405830784	0.349877153332195	0.206727470107402	0.0809674654006567	0.0193846888148523	0.062494781635913	0.0269453343153818	0.0384768627954094	0.929840601530122	0.00941404816430921	0.0401853484485283	0.0818218657294697	0.0214738699996657	0.0616596032886997	0.0279256220325767	0.012969926498925	0.0401714021403149	0.0432402588613756	0.0220838379959192	0.0508457552795182	0.218780012401393	0.651889750114018	0.0182135979136574	0.0720278272349011	0.0206987151759704	0.0282449076857943	0.0147356682281523	0.0355942612626218	0.0354313971308941	0.0427362255709818	0.236871588296096	0.0330129961507719	0.0235006992483183	0.0426924976598908	0.0268808887258275	0.453717488191483	0.0443539827515129	0.0624143461037134	0.0213229385278499	0.0333184151731694	0.836926532973557	0.025363666996862	0.038852508722283	0.0376972931986855	0.0336403178366577	0.0297255509880575	0.899507034670387
"TCGA-DC-6158"	0.94464993178111	0.659676092313986	0.0237571683584097	0.0758251905522521	0.0748510797951358	0.0304074576864777	0.724739007820508	0.070015690471725	0.0465862416959561	0.0299280338470497	0.0690076850165418	0.0301230945812374	0.968160329360171	0.0312417620035126	0.191147260511457	0.0535943050851763	0.71394381371521	0.328777615821579	0.0599813041352494	0.0584615899654741	0.0278291560828122	0.0321160009659936	0.0335343480539627	0.105916372763316	0.943692020944402	0.0104499587260964	0.0360982704591481	0.0926079886633547	0.0612411285070913	0.0749104657255874	0.0415671764206375	0.0149025178837993	0.0504861643175747	0.0542916453132796	0.0362624157522332	0.0686128205167486	0.251839581436572	0.913712504066951	0.0327853257252192	0.0917240615501471	0.0348116409675095	0.0460017114797149	0.0330048043048332	0.0447884732470732	0.00314451868507071	0.0342755921987029	0.227899516531342	0.0429657165182444	0.027683398048003	0.0802858726312646	0.0348016141627985	0.184242491393953	0.0677940112497278	0.0732468593365914	0.0365695117337281	0.0408469690629619	0.779952195862717	0.0375277707053651	0.0389008403918041	0.0536909012775751	0.0406294502538271	0.0356912763661242	0.201414035154601
"TCGA-G5-6233"	0.92552501199323	0.545165273815891	0.0140890889680232	0.0423359411223874	0.0315069190229458	0.0198204779178576	0.881113803599195	0.49434790102094	0.0427713580153065	0.0192832202669768	0.0371439213603324	0.0179101606961504	0.969363524908993	0.0168796518382009	0.211455164274841	0.0312967699872551	0.766599165405503	0.395743796542128	0.264944881088712	0.0275547031106194	0.0246471212536554	0.0431757982129113	0.0201867201696657	0.745307619612931	0.907293908593501	0.00944842139831335	0.0325043621810286	0.10598747158486	0.0242886491941253	0.256363794419929	0.0325158348550286	0.0125180818071043	0.0303238305170234	0.0324474851299416	0.0279671417970002	0.0463194664830246	0.128311506909401	0.907082993330373	0.0234806684138125	0.0950769552390516	0.0226680590901042	0.0232162818707599	0.0156219583446557	0.0314472529889314	0.324752974775675	0.0315125995007908	0.211726587243858	0.0227291741075205	0.018867288975714	0.0234033060088904	0.0239350491106747	0.505843320246143	0.0370115480703472	0.0759308041856612	0.0217118060633442	0.0357070577738078	0.65805715042101	0.0196812473452533	0.036331756624997	0.0413420153442113	0.0322184197357947	0.0285435959151013	0.732035032568887
"TCGA-EI-6508"	0.948584832937247	0.537258501973355	0.0136772441631707	0.0484810836887702	0.04015345400626	0.0293752921804988	0.36071551287427	0.370164873289944	0.0279026191129826	0.0148398683077772	0.0364863971902377	0.02152362249978	0.968548479160066	0.021976673905288	0.040916285985291	0.0310707378873806	0.649762197282961	0.0967437930245234	0.0409099913801908	0.0428362315941748	0.0241289471035387	0.0543869275818874	0.0229594274528967	0.0720492051913182	0.924172221837609	0.00853563595626877	0.0238039999311471	0.0415720827635713	0.0295635950522994	0.0336621011518713	0.0421762774842263	0.0149429831574593	0.0392026243929058	0.059372441322878	0.0281566187864397	0.0450866540238192	0.107816918864567	0.942386714775109	0.0185156255332678	0.0782170913405258	0.0226184445181637	0.0284128222711536	0.0193733270290519	0.0355333386589562	-0.000211597949650255	0.0227355788976869	0.124037985769771	0.0181109532850435	0.0189220120308383	0.0383968165881335	0.0312792641353996	0.646029732583268	0.0550629214150672	0.057485782197627	0.0189990409820741	0.0288859262120683	0.458434832114062	0.0249910801922762	0.0320079845280837	0.0684102058921916	0.0304672674935149	0.341694253167785	0.453055266245615
"TCGA-EF-5831"	0.963124975165226	0.742920291706564	0.0188543646797005	0.0652257458684032	0.0537340586511912	0.0315187546479378	0.732376827687728	0.0542589618231322	0.0322423406362675	0.038653556500618	0.0444826865010038	0.0210380201057302	0.977672773758973	0.0234792948915239	0.15259661505834	0.0459400943142576	0.853608248183548	0.252826053172845	0.280852154633438	0.100903655719482	0.0225908684732055	0.0444484330155257	0.0267155910109522	0.0525648357425123	0.951446356702252	0.0100773884256015	0.0288174479794913	0.0955710339237604	0.0411810639071659	0.0675095548379245	0.0399806245616476	0.0131082879275359	0.0691402891611448	0.0511675519471896	0.0208708943628469	0.0537512738067421	0.231440346024227	0.933508870537585	0.0202646434074507	0.0781825764692694	0.0289889699318498	0.032653531268351	0.0189149204178556	0.0421720289848475	0.612811972914274	0.0381833378620644	0.214863756902002	0.0475352904370552	0.0168607083090529	0.0637560589352988	0.0433924220516685	0.323008703577461	0.0641973422107642	0.0834771758832337	0.0222181758352618	0.0543639661815879	0.75811870346373	0.0616493311121068	0.0383291017112332	0.069987349199609	0.0337773434317003	0.0246336345099588	0.659304666788797
"TCGA-DC-6160"	0.960548118746987	0.507950172000672	0.0276302723768075	0.0576610154225056	0.0473013339300708	0.0279414275151024	0.91836733328776	0.0432632176954625	0.0278321405197852	0.0192868641295243	0.0393675424884256	0.0239327627243263	0.974904675634522	0.0261338857551444	0.18673102514771	0.0402400802614876	0.851955885799581	0.270899516922043	0.0329884024574772	0.0329286956555621	0.0261845340774127	0.0680872013291848	0.036572496108534	0.0938777808537325	0.897449475417567	0.0113254769595729	0.0355968569347273	0.072716068958195	0.0304313514741441	0.107859866505448	0.0284213328207958	0.016573981480997	0.0520946311800042	0.0469825358102055	0.0597502942317907	0.0670287872218626	0.262407726393519	0.903490844637894	0.0250442944946212	0.0848796702235102	0.0215229296032054	0.0366503467825537	0.0366741136201007	0.0287615244431217	0.268426916272841	0.0326990959143379	0.252098641212936	0.0292219190568891	0.0215705716456768	0.0618686505323709	0.0366563910029539	0.52557483213952	0.0498932018464208	0.0706181000682991	0.0243388511831719	0.0361470431850813	0.86503152243302	0.0291034180736708	0.0326098879169798	0.0385089986292351	0.0352457794099867	0.0681047555718481	0.269321505070087
"TCGA-G5-6235"	0.957063196899054	0.587735701915246	0.0179707024637842	0.0515404577600039	0.0254510008669565	0.0253610019011826	0.883951534472024	0.171917720927478	0.0443298773618433	0.017019173401471	0.0196067674581761	0.0216862862354095	0.973718310242443	0.0159695186762996	0.0750370472439831	0.0316983646173487	0.289699772911036	0.169352626475936	0.0541760020015013	0.021579875743416	0.0217027624844259	0.0321633365565575	0.017383146500666	0.0275542355885257	0.904632443035848	0.00897264276697834	0.0265531688668784	0.044273216323204	0.0239544559546051	0.0675802539895648	0.0357467368431977	0.0131093748237835	0.0383190098478954	0.0408212753624233	0.0396382464645203	0.0522564676898414	0.173663080028488	0.876082232692822	0.0198905477812072	0.0719584289208737	0.0284609683347712	0.0320484489567344	0.0228547307574086	0.0382087359264362	0.0891431213022869	0.0335226317675683	0.193302270169798	0.0174577254721297	0.0303595395011371	0.0432032575505148	0.0358315002234381	0.311422364793988	0.04144996453621	0.0779197250745828	0.018827273606271	0.0289337595715543	0.843323308607641	0.0343983075134117	0.0367855757031959	0.0418535306544562	0.0237433284261454	0.0263916466861919	0.312414036650275
"TCGA-EI-6509"	0.9292281406463	0.527362162634078	0.0118721499738815	0.0484342034075956	0.0292332905624487	0.0181627419605415	0.919645151880003	0.0680562995021392	0.0223955340756705	0.0212469774468553	0.0183060881116323	0.0191256744826979	0.974142241798114	0.0146091186659238	0.0533609088220535	0.0355410740907909	0.704979803149986	0.163895371480409	0.0324184880491293	0.0170641350422126	0.0223668501768108	0.0407653714910671	0.0196676874067884	0.020685829197544	0.91983980927675	0.00726361013650655	0.0142761484380434	0.046021884137647	0.0255073395573317	0.0321568265526806	0.0207840576517913	0.0145416599806254	0.0197159868451065	0.0375897138600775	0.0339056478449208	0.0551763162872241	0.0872628702682183	0.868556926069524	0.0263699488395508	0.074386864212496	0.0172961382143762	0.0244042906118218	0.0157985299305934	0.0379112852074903	-0.00458381698929888	0.0174486591742306	0.157176225421516	0.0175896616293129	0.0124577183001835	0.120422149909083	0.0268997687659877	0.105263381641157	0.0265397946421405	0.0513118502713945	0.0205933471118002	0.0297990629680616	0.597055263887695	0.0189595663946146	0.0245635588815839	0.0305322065059354	0.027746415869838	0.0370792483629506	0.06790087976915
"TCGA-EF-5830"	0.95684114213432	0.532980439898686	0.0216938380077111	0.0759547915239941	0.0494388866080927	0.0324034598247819	0.812473939466012	0.584278596076484	0.0412860014724858	0.031576081211765	0.0581318849614485	0.0284551149135597	0.974711521846698	0.0302393336282923	0.134184816391988	0.0409234751589531	0.763214675912644	0.26481545834475	0.182002978896964	0.0521174801527635	0.0303242656988721	0.0239755291357957	0.0380796911023158	0.0875305076903223	0.949148186617445	0.0139792642958751	0.034563432994583	0.0769945468404268	0.0483353983792435	0.076163488399209	0.0517143530828056	0.0131367739594137	0.0376754360738646	0.0441688004300224	0.0504993280950482	0.071847512474702	0.157125883328696	0.89006220996096	0.0274964551324676	0.101587889518063	0.0402052238269876	0.0355077150418307	0.0261284828102931	0.0794367407113284	0.12367848531397	0.036162614280528	0.154469943247485	0.0402850351844874	0.027900435002568	0.0363055553918276	0.0333560293928798	0.76253611549317	0.0525991451800045	0.0847884472506183	0.052154370660132	0.0497999682779157	0.873693290739997	0.0437826002229339	0.0424057323575157	0.0645741759265594	0.0401261701959498	0.0537214369544028	0.137104530482248
"TCGA-EI-6510"	0.957446131574911	0.542399417642839	0.0179523155461969	0.041828884771831	0.0341994209892789	0.0278956951056317	0.92972232443886	0.0717054434942294	0.0475621778066837	0.0163755069366121	0.0252356933507233	0.0252717145400142	0.971789512820098	0.0177420452508854	0.110629065021327	0.033386051539834	0.793648295823936	0.116889247643127	0.0280670246139058	0.0231620887840422	0.0439539460408704	0.0462060218251153	0.0251552494265098	0.663648635587563	0.936191886362787	0.00843580462769895	0.0244950014454713	0.0494025000419172	0.0192761606548325	0.0453526224204859	0.035958409941342	0.0133735663110986	0.0222645129596787	0.0350679761185546	0.0300648764502595	0.0519803170799542	0.204577468315821	0.953462459413414	0.0226353313573503	0.0617735899903152	0.0309391096766445	0.0258119328881913	0.0334962652764996	0.0313502183436893	0.264859792983727	0.0299881935690401	0.227225798214863	0.0261944357292506	0.02769753701023	0.0256842135873168	0.022348403571895	0.254015247397685	0.0397581631826584	0.0963298041585508	0.0184677236309293	0.0575132922011752	0.780917554547765	0.0314507172792112	0.0274097459286993	0.0553240407188358	0.0216953928276821	0.338466704126902	0.842404230213295
