"sampleID"	"BAK1"	"BAX"	"BID"	"BCL2L11"	"CASP7"	"BAD"	"BCL2"	"BCL2L1"	"BIRC2"	"CDK1"	"CCNB1"	"CCNE1"	"CCNE2"	"CDKN1B"	"PCNA"	"FOXM1"	"TP53BP1"	"ATM"	"BRCA2"	"CHEK1"	"CHEK2"	"XRCC5"	"MRE11A"	"TP53"	"RAD50"	"RAD51"	"XRCC1"	"FN1"	"CDH2"	"COL6A1"	"CLDN7"	"CDH1"	"CTNNB1"	"SERPINE1"	"ESR1"	"PGR"	"AR"	"INPP4B"	"GATA3"	"AKT1"	"AKT2"	"AKT3"	"GSK3A"	"GSK3B"	"AKT1S1"	"TSC2"	"PTEN"	"ARAF"	"JUN"	"RAF1"	"MAPK8"	"MAPK1"	"MAPK3"	"MAP2K1"	"MAPK14"	"RPS6KA1"	"YBX1"	"EGFR"	"ERBB2"	"ERBB3"	"SHC1"	"SRC"	"EIF4EBP1"	"RPS6KB1"	"MTOR"	"RPS6"	"RB1"	"CAV1"	"MYH11"	"RAB11A"	"RAB11B"	"GAPDH"	"RBM15"
"TCGA-A6-2671"	730.132640676754	1806.50830066623	1059.55655957042	527.650756268732	666.155117237849	344.042521210672	222.768793873539	8738.60800089289	519.030926135619	495.448057103132	1543.45589063452	319.978157695564	174.425650480488	1250.79042252428	4371.30569037205	1969.11509880399	1177.46569479203	214.288639455016	199.584093854579	251.034715606113	170.230354582842	7308.42039608985	297.139143358043	365.560506070281	1012.68102746634	257.801843798112	1089.63016696274	55502.9035521519	79.2013785463453	11086.069380991	6952.73141171734	9225.19556171829	33015.1179718809	1166.12376857638	15.1376828852809	12.1514619157101	11.4528591096755	68.2129742569068	25.2361888716545	4191.97731184474	3599.11159015476	162.978667317016	2320.68358043987	1424.78881822883	1831.05721293367	3748.98312820969	781.005495416404	1641.66488980617	6671.72408738554	1765.34278558433	202.852119807578	1788.52043610749	4154.33730187532	820.476999927034	1531.52817853276	3023.28354207843	23024.7594310914	923.800946340447	4901.35667446355	6453.90132181313	2954.06301079681	3505.12448711989	1091.68886744096	380.124373667183	2344.94496382083	77107.2123486181	1047.584989872	839.042794630006	19975.9781224681	2463.36138938486	4090.55226300557	99044.8961345103	198.549663226303
"TCGA-A6-2684"	1601.26968584769	1123.79208682825	1848.89959842676	294.072990506243	1477.41376757432	920.618451877654	91.1692971131988	2924.7189757515	563.660598164612	617.751209797792	2314.27916181174	253.556014396812	106.709070190292	1348.24255048276	4708.09346251486	1038.28304681763	1061.82547195387	319.169166825595	85.2368116133138	318.611722172032	189.337403086335	6123.35395061027	355.037897291833	2597.77593535557	897.210381606864	463.397732084733	1246.3699736005	36033.7224166615	126.265753779891	9928.14781808415	6003.76118414243	11191.9928794204	19770.4035783097	864.774625500266	16.1053803510066	28.0473699461898	4.40821968734296	368.698661852578	51.5808739283772	5597.51840090172	2862.47438585166	299.261016011305	1175.71601097867	932.099602495207	833.822950839398	3271.21490366226	1006.40205806805	2880.88676086816	6233.90638177586	1904.1599827358	219.884846602572	2266.66626565392	3841.09728787998	1099.68196598709	1584.04234399094	4151.25471717781	18036.2301130004	446.055124924686	4145.56366130482	7361.83647809535	2652.29928750551	2550.21670781372	1871.44600273733	280.012256140802	1877.51790818248	59510.3778442948	570.24943455045	1076.00063660985	37413.2301235169	3447.93170457796	2967.77259976227	174924.421429792	211.619333633359
"TCGA-AA-3525"	1768.14858713859	1237.20904723954	1128.84109628188	436.817224052804	1759.4902010582	1212.66701321184	97.831815493811	2126.35718093201	903.312427633933	1762.92592115633	2302.89311938035	283.629913080389	301.6431240125	1522.20321760237	4154.15731333192	1903.97004717037	580.718470793791	548.179847345734	134.834874330302	418.235742862883	369.792775749431	6559.99130465177	236.95203631463	2944.23050645213	1159.96065311256	475.915199616592	652.537872354919	5257.08164911804	20.8138750028154	3032.24476667797	13135.3263643228	11689.4743627184	10583.4731658689	669.758002505217	7.13902970393995	10.3812601336926	0.210027607934435	56.6414237396111	16.9596338243762	3724.87908388836	1733.46761345518	81.6785942199956	1419.31762425587	973.66575900787	1268.89549150963	1580.35267440284	1647.15015089089	765.876484584197	1861.49746982911	1585.24453898702	279.061373445675	3167.53046875136	3271.38372368127	1270.56622216603	1500.51393167585	2929.84738462338	9412.90973760827	543.785661016854	4477.96285387491	6019.26856251833	2221.00318046539	2200.85800669253	1653.93736620456	572.493104189793	977.02056191848	53617.2420065377	1228.94022409263	1244.94747090741	1346.78606481677	3543.4130789162	1925.38662489636	98392.998942038	193.771684041131
"TCGA-AA-3532"	1794.18322749319	977.729344464173	1045.16910346299	537.283145604538	1379.16601600919	678.378559488612	151.760122763244	3438.93264971596	952.859103692568	1624.07791749571	2237.07085290753	241.436212522855	454.039001605215	1815.85626528451	7240.57711710451	3265.23877206179	606.080766151235	715.584810056616	324.200209666809	570.24690184179	315.322228559648	9832.35424372158	660.500682332535	542.390227346659	1678.50882203642	441.360978869304	591.865057335358	30320.4269182254	31.6951721690672	7533.27578994447	5419.76072235018	24183.8130653819	12394.0264014813	589.435941597421	15.4486344055431	14.8169140256044	2.22753719179643	213.102542545209	36.3738623565365	3485.64541286453	1823.31238289186	202.306002325303	1268.94395339269	1453.01893785335	954.377235294152	1794.80491386654	1391.38677779267	1496.17310842577	5054.4393336829	1451.87602800018	341.821116547002	2375.66919222797	2798.03857469769	928.170063542691	1872.4139357431	3110.67562673554	11632.1680756148	461.779476438467	3974.96939130046	3788.54079280988	2585.28295516504	2529.45034343061	674.305733123659	380.985104323266	1237.4307985092	39918.5673698979	1544.16866423161	760.685397357593	2595.58830367735	2722.16998441319	1726.57539764298	73658.6072607426	157.817370990813
"TCGA-AA-3510"	1553.80487459606	1367.45358439952	1449.3840818864	311.763971898361	2015.4792645306	907.078409808555	550.734634586204	2883.4573567221	757.45335732278	1273.87270083523	1806.92281523935	196.251281293617	134.483503980185	1611.43355349147	4772.96297883993	1816.44130679595	1271.56901866007	415.764502237358	120.410805190126	589.082550404312	382.17608502212	6425.33168808004	475.245835565825	3279.59190979473	1301.33611974609	741.777575447255	772.691758910564	9106.32150972943	18.806256297083	4456.71641375434	12395.85248801	14409.6405994741	14906.7952012038	832.895373766595	15.6004546246077	10.2994346737014	4.50251619936243	84.3270276686208	18.2609151224814	4028.45838722368	2363.67419780845	85.6600744742168	1524.87037361769	1168.01384245184	1278.53553503584	1680.9758472889	1385.713211405	1754.0641998072	11155.0306630371	1625.84578946893	267.9322274816	2829.30824852089	4055.63582003943	1459.03226682191	1628.92710026147	3290.86754932561	16886.1000465656	577.417712728499	3746.98797044534	7199.11741207309	2263.37016169873	1861.40438472856	1607.82948089356	442.598830643626	1352.85662162697	70699.5126028954	625.368760407915	281.679637149335	1969.21881041447	3746.67488655347	2456.43489323223	147155.484219114	166.890532238845
"TCGA-AA-3672"	1784.58196832779	670.668099655587	1730.72089070285	598.19308461788	526.789780808468	706.469363066578	279.879367306201	2056.66545459093	324.357045852194	353.192030366189	1475.82692160029	352.472862556387	37.6113588236807	759.248741872371	3800.81503481416	3955.67091478232	1148.33883150542	175.239930536508	65.6093978173591	204.985218624518	172.083562006171	3797.71438300683	168.085521329366	2534.45261191317	737.5433888731	455.760085424206	1460.80752097868	23917.1323214347	37.7818357364183	11338.4624591306	8530.12811955124	8806.30121501323	13356.665442815	1216.4436274071	8.15790474459545	10.0679575169939	7.99451334793451	91.1510056012213	102.157902793632	5843.522951548	3869.06162548929	67.7187674869157	1948.91960684448	912.293646058702	1403.82952140113	2749.3293250419	727.780961808391	2284.23163933385	5302.12215459771	1647.61227913887	350.435042987119	2219.31014770789	2742.05549365756	988.478044760256	1012.88125162371	3412.06466212426	12004.2291295283	557.561776808471	5545.03150593964	13221.3754009215	2945.01732804093	1567.79918384018	1689.21636553241	273.482957624929	2625.12233524469	53763.0414919432	444.338523263838	1088.36670142371	4997.46215611298	2188.93725638153	5536.9617365131	320717.493921305	295.809566676831
"TCGA-AA-3712"	1222.30067748866	1146.76358425412	1428.95701581439	344.456386221994	873.57736579127	440.862429197681	185.278152147844	3392.4923204675	552.003051958722	2293.10306799456	2518.06352852711	792.422896273255	161.96524219313	2122.54685346204	8577.66811017293	2234.10136319142	1560.57376319201	435.529901095376	242.284206517306	406.11673779968	540.230018385536	6267.93642353397	458.444708392226	3006.21202217427	2082.40379642139	426.441670295641	666.859376878586	24134.36176438	42.2792680164839	15788.2265760358	6672.86063745188	19792.5237103269	14369.6944831237	1728.98324618045	0.347414420160995	-5.41990134192438	2.97242350513449	342.832283553357	-11.4210536970774	2849.41552999742	3595.23390775076	176.687499884764	2321.21738646963	1417.79333041516	1195.27583613601	2319.72636536256	1157.51333619008	909.130981079391	6690.86286961103	1281.79802158996	286.867285602312	3474.23509533028	2542.22679840615	1373.08318967593	2101.97771787916	1890.08303428563	7426.53272554441	1228.93799439462	4488.09403143001	7155.93581088409	3485.68456811344	2851.21469901819	1393.96781814527	514.251316136406	1209.68501313085	21512.5637434803	918.837394988162	1145.25159735847	697.742923122782	3630.84070930071	2592.78139294794	109778.948262541	224.727358720679
"TCGA-AA-A02Y"	1941.76034503865	2542.54346220266	1406.43620858644	244.517180967279	1797.18833298725	1076.71437003533	92.3512924437243	3401.41961229476	451.498769998176	834.805308371886	1491.86117315314	194.250172163997	98.2311121817129	1189.29629223152	4004.18641631793	1877.08961722633	693.579777549674	191.558340850111	101.575363765964	256.669470631039	394.012406794746	5291.29339699786	294.523368447403	2653.28141066168	1251.26270551833	238.861412151705	869.14855502692	-284.30564841902	-4.87558083688181	-715.21586911144	12248.2694328572	10347.7367609704	7213.97360633513	-830.422150777458	-11.2065988204254	-12.2012313267458	-0.117284385750461	149.727381030779	1.58534238834803	4644.65675844853	2558.81437986042	14.4410441526217	1438.28130656228	1199.11575024823	1280.26922552923	1884.9478338162	1163.20037599764	3997.37730203587	6482.71506235666	1644.66211572083	227.838688223384	2107.69310944784	3524.02303408137	1291.98026711319	1209.26036707983	3566.91736563392	13342.5575552669	245.506563871376	3055.80517915093	6269.79811489048	3366.60040137587	2946.15425980075	2681.77294223103	295.267789092268	1354.48040927835	61350.0966306921	1157.53556979928	56.0896630330203	-244.27255404485	3721.76859194242	2223.71134670643	164217.350842824	132.197718953389
"TCGA-AA-A02O"	1058.78589028759	3745.15333607106	1140.90441387915	294.051428428847	591.893140981225	859.089943565499	110.005951400596	3919.40672365832	513.847645119735	643.723958605486	1569.12994576595	424.503654351052	110.980242077709	1504.20857353396	4073.72772866644	3183.15011650498	1272.12089249262	308.683042397951	106.339079104583	333.223033308719	312.976750901544	4622.37105828685	329.577991165165	4202.78948298391	791.104345599392	296.928175233521	1477.98690737352	41559.4275269983	11.4308712957339	4857.94362673976	7397.70389474243	10247.5377344402	11972.0792067311	576.82730903969	3.92215356549435	8.56136110907988	0.210027607934435	199.479458106001	22.2234827625737	5949.90958471739	3317.48411282636	60.5786561388891	2686.94619316264	1042.47508048791	2200.03614999457	2254.35282031078	1023.40232502973	3457.27395495446	13106.4993895465	1692.03634926972	220.028366854245	1921.54383617779	1957.30035897066	890.21559176903	977.835973467657	2785.74912259816	10796.9241847119	466.220179898848	24704.4385507683	9014.91345063213	2064.0825114841	3509.63590943435	3055.97928112867	909.965851126615	1387.66597862776	36595.7022672425	518.956425440017	399.399082792866	1109.46880321522	2559.67534937437	3458.40182154426	172647.799073094	156.427631699888
"TCGA-AA-A02H"	688.12347373017	1169.63019350627	924.578844607251	271.348318709011	1314.43213014452	660.123528657795	357.951713494539	4192.90945158873	1063.55370349817	890.945846652678	829.309352099818	212.672761603876	111.939983974197	2256.99446996254	2108.45913417898	-36.4396285604428	1788.0036477758	876.256759064393	206.295843860184	434.428626406918	597.846242873541	6241.14382893657	599.273664564523	1606.79394392291	1608.23861186209	256.617655272453	752.203700790308	76358.2267406121	40.919460751988	4591.38568680622	5719.51984257281	14948.9656885599	9226.39283376288	711.730747363753	3.92215356549435	10.0752371130923	8.01957031582672	122.393343021359	13.1644057920578	3037.53091169991	1939.00468353556	123.868686353962	1402.86352546099	1811.01882211591	871.829939610083	1469.07690600092	1200.57821706827	1184.65889903975	13240.8960553262	1194.77476025928	194.033667971028	2574.21640356931	2117.63459347758	1154.02023361942	1557.64872647264	1681.20028188308	8831.34480645076	744.112295837096	4473.96266592112	8992.49241531362	2167.31335147606	3689.6078255164	810.20977454871	562.663462839623	956.385262763018	47687.1670742042	764.069220571605	510.188627475305	2353.03382244093	3105.42929613152	2025.590874224	41024.7085813503	166.573653573161
